Tweet,Lemmatized_Tokens
"@PrimeministerGR Συμφωνώ με τη φύλαξη των συνόρων. Η κατάργηση όμως του ασύλου και τα push backs είναι παράνομα και δείχνουν τη δειλία και την ανωριμότητα της Ελλάδας που ενδίδει στο φόβο. Το πρόσβλημα είναι οι παράνομοι μετανάστες, οι ποινικοί και όχι οι πρόσφυγες.","['συμφωνώ', 'φύλαξη', 'συνόρος', 'κατάργηση', 'του', 'ασύλος', 'παράνομα', 'δείχνω', 'δειλία', 'την', 'ανωριμότητο', 'Ελλάδας', 'ενδίδει', 'φόβος', 'πρόσβλημο', 'είναι', 'παράνομος', 'μετανάστες', 'ποινικός', 'όχι', 'πρόσφυγα']"
"Bloomberg: Παράνομοι μετανάστες από Αφγανιστάν, Ιράν, Πακιστάν οι μετακινούμενοι προς Ελλάδα","['παράνομος', 'μετανάστα', 'αφγανιστάν', 'ιράν', 'πακιστάν', 'μετακινούμενοι', 'Ελλάδα']"
"@niktrah Αφού λένε ότι δεν είναι πρόσφυγες πολέμου  είναι παράνομοι μετανάστες, γιατί γράφονται όλοι ως πρόσφυγες? Να κάνω και εγώ τον πρόσφυγα να πάω τοκιό ρε παιδια για διακοπές","['λένε', 'δεν', 'πρόσφυγες', 'πολέμος', 'παράνομος', 'μετανάστα', 'γράφομαι', 'πρόσφυγες', 'κάνω', 'εγώ', 'πρόσφυγα', 'πάω', 'τοκιό', 'παιδιος', 'διακοπές']"
Bloomberg: Κυρίως παράνομοι μετανάστες οι μετακινούμενοι στα ελληνικά σύνορα,"['παράνομος', 'μετανάστα', 'μετακινούμενοι', 'ελληνικά', 'σύνορο']"
"@Epikouros43 @Denis_tromeross Πόσοι είναι οι Σύριοι? Ήδη τα ξένα πρακτορεία λένε ότι η πλειοψηφία τους είναι Αφγανοί, Πακιστανοί, παράνομοι μετανάστες.","['πόσοι', 'σύριος', 'ξένος', 'πρακτορεία', 'λένε', 'πλειοψηφία', 'είναι', 'Αφγανοί', 'πακιστανός', 'παράνομος', 'μετανάστα']"
"Το επισημαίνω ξανά: το θέμα δεν είναι πόσοι παράνομοι μετανάστες εισέρχονται στην #Ελλαδα από τον Έβρο, αλλά πόσοι εισέρχονται ΣΥΝΟΛΙΚΑ: 519 παράνομοι μετανάστες κατέφθασαν το τελευταίο 24ωρο σε νησιά του ανατολικού Aιγαίου / #μεταναστευτικο #Εβρος #Αιγαιο","['επισημαίνω', 'θέμα', 'είναι', 'παράνομος', 'μετανάστα', 'εισέρχομαι', 'ελλαδα', 'τον', 'Έβρο', 'πόσοι', 'εισέρχομαι', 'συνολικο', 'παράνομος', 'μετανάστα', 'κατέφθασαν', 'τελευταίος', 'ωρο', 'νησί', 'ανατολικός', 'ιγαίος', 'μεταναστευτικος', 'εβρο', 'αιγαιο', 'nineteen']"
Δέσανε προσφυγόπουλα για να τα δει ο Μητσοτάκης!,"['δέσανε', 'προσφυγόπουλα', 'δει', 'μητσοτάκη']"
"@rapidis Ποιά προσφυγόπουλα βρε μαλάκα, ότι θέλεις βλέπεις???? Αλλά από την ασφάλεια των Βρυξελών μπορείς να λες ότι μαλακία σου κατέβει. Σα δεν ντρέπεσαι","['προσφυγόπουλα', 'βρε', 'μαλάκος', 'θέλει', 'βλέπει', 'από', 'ασφάλεια', 'Βρυξελών', 'μπορείς', 'λες', 'μαλακίος', 'κατέβει', 'ντρέπεσαι']"
Την ευκαιρία να φιλοξενήσει περισσότερα από 250 προσφυγόπουλα με τους συνοδούς τους είχε η ΠΑΕ ΟΦΗ,"['ευκαιρία', 'φιλοξενήσω', 'περισσότερος', 'προσφυγόπουλος', 'συνοδού', 'τους', 'έχω', 'παε', 'οφη', 'fifty']"
"Οι δυνάμεις του διεφθαρμένου Μητσοτάκη πετάνε χημικά στα μωρά των προσφύγων, τα παπαγαλάκια της ΝΔ τολμάνε να κατηγορούν τους γονείς ότι βάζουν σκόπιμα τα μωρά να κλαίνε. Η προσφυγοπουλα μάνα σπαραζει,ο πατέρας προσπαθεί να σώσει το μωρό, και η σκατοψυχια του φασίστα σπάει κόκαλα","['δυνάμει', 'διεφθαρμένος', 'μητσοτάκη', 'πετάνε', 'χημικά', 'μωρώ', 'προσφύγος', 'παπαγαλάκι', 'τολμάνε', 'κατηγορώ', 'γονείς', 'βάζω', 'σκόπιμο', 'μωρώ', 'κλαίνε', 'προσφυγοπουλα', 'μάνος', 'σπαραζειο', 'πατέρας', 'προσπαθώ', 'σώσω', 'μωρό', 'σκατοψυχιας', 'φασίστος', 'σπάω', 'κόκαλο']"
"@rapidis Ποια προσφυγοπουλα και πιια ντροπη βρε βλακα..!!! Τελικα ο Συριζα στηριζει τα δικα του παιδια..!! Εδωσε αναπηρικες συνταξεις σε οσους υποστηριζουν ΣΥΡΙΖΑ ,γιατι ολοι τους εχουν εγκεφαλικη αναπηρια ανω του 67%...!!!","['ποια', 'προσφυγοπουλα', 'πιια', 'ντροπη', 'βρε', 'βλακο', 'τελικα', 'Συριζα', 'στηριζω', 'δικας', 'παιδι', 'εδωσε', 'αναπηρικες', 'συνταξει', 'οσου', 'υποστηριζω', 'συριζας', 'γιατι', 'ολοι', 'εχω', 'εγκεφαλικη', 'αναπηριο', 'ανω']"
"Από ότι ακούω τα επεισόδια σταμάτησαν στον Εβρο γιατί θα έρθουν από την Ευρώπη και δεν θέλουν οι Τούρκοι να δείξουν τους κατσαπλιάδες-μαντράχαλους,και θα βάλουν μπροστά πάλι ΄΄μωρομάνες΄΄+ ΄΄προσφυγόπουλα΄΄.Για τον ίδιο λόγο σταμάτησαν σήμερα οι βάρκες.Ξέρει κανείς κάτι παραπάνω;","['ότι', 'ακούω', 'επεισόδιο', 'σταμάτησαν', 'Εβρο', 'έρθω', 'την', 'Ευρώπη', 'δεν', 'θέλω', 'Τούρκοι', 'δείξω', 'κατσαπλιάδεςμαντράχαλουςκαι', 'βάλω', 'μπροστά', '΄΄μωρομάνες΄΄', '΄΄προσφυγόπουλα΄΄για', 'ίδιος', 'λόγο', 'σταμάτησαν', 'σήμερα', 'βάρκεςξέρει', 'κάτι', 'παραπάνω']"
Στο έλεος του… Θεού τα προσφυγόπουλα στην Καρίτσα: Άφαντη η ΜΚΟ -,"['έλεος', 'του', '…', 'θεού', 'προσφυγόπουλα', 'Καρίτσα', 'άφαντη', 'μκο']"
"Στο έλεος του… Θεού τα προσφυγόπουλα στην Καρίτσα: «Άφαντη η ΜΚΟ, έχει 4 υπαλλήλους αντί για 26» (video)","['έλεος', 'του', '…', 'θεού', 'προσφυγόπουλα', 'Καρίτσα', 'άφαντη', 'μκο', 'υπαλλήλου', 'για']"
"ο ειδικός φρουρός που υπηρετεί στη Χίο όταν είδε την προσφυγοπούλα να ετοιμάζεται να γεννήσει αβοήθητη, αφού το ασθενοφόρο αργούσε, την βοήθησε να γεννήσει με ασφάλεια...","['ειδικός', 'φρουρός', 'υπηρετώ', 'χίο', 'είδε', 'προσφυγοπούλα', 'ετοιμάζομαι', 'γεννήσω', 'αβοήθητη', 'ασθενοφόρο', 'αργώ', 'βοήθησε', 'γεννήσω', 'ασφάλεια']"
"υπάρχουν και αυτοί οι ""μπάτσοι""!","['υπάρχω', 'αυτοί', 'μπάτσοι']"
@GaiusCurtius Γιατί τα ασυνόδευτα προσφυγόπουλα? Ποιός γονιός θα άφηνε τα παιδιά του?,"['ασυνόδευτα', 'προσφυγόπουλα', 'γονιός', 'άφηνε', 'παιδί']"
@Stakon13 Να'σαι καλά πατριώτη της φακής. Τι λέει το μέτωπο; Ξυπνήσατε; Τα προσφυγοπούλα κοιμούνται ή έτοιμα για έφοδο είναι;,"['νασαι', 'πατριώτη', 'φακός', 'λέω', 'μέτωπο', 'ξυπνήσατε', 'προσφυγοπούλα', 'κοιμούνται', 'έτοιμας', 'έφοδο']"
MEGA προπαγάνδα – “Βάζουν τα προσφυγόπουλα πάνω από τις φωτιές στον Έβρο για να κλαίνε και να τα γράφει η κάμερα”,"['προπαγάνδος', '""', 'βάζω', 'προσφυγόπουλα', 'από', 'φωτιά', 'έβρος', 'κλαίνε', 'γράφει', 'κάμερα', '""']"
@Menelas74 @vas_mundo Και αυτο αλλα οχι μονο αυτο!,"['και', 'αυτο', 'αλλα', 'οχι', 'μονος', 'αυτο']"
"Το θεμα μας ομως δεν ειναι η μεταναστευση γενικα, αλλα η ΜΕΘΟΔΕΥΜΕΝΗ ΑΔΙΣΤΑΚΤΗ χρηση της απο εναν αξεστο δικτατορα ως οπλο και μεσον πιεσης για νομιμοποιηση των πολεμικων του επιχειρησεων απροκλητης εισβολης (βλ γερμανια - 2ος παγκοσμιος πολεμος κλπ)","['θεμος', 'ομω', 'ειναι', 'μεταναστευση', 'γενικας', 'αλλος', 'μεθοδευμενη', 'αδιστακτη', 'χρηση', 'απο', 'εναν', 'αξεστος', 'δικτατορος', 'οπλο', 'μεσον', 'πιεσης', 'νομιμοποιηση', 'πολεμικα', 'επιχειρησεα', 'απροκλητης', 'εισβολη', 'γερμανιο', 'παγκοσμιος', 'πολεμο']"
"@drRoquefort Μη λες μαλακίες με φυσικά φαινόμενα.. Σαν τη σημαία στα Ιμια που την πήρε ο άνεμος ακούγεται.. Αλλο η μετανάστευση που εκτείνεται σε χιλιετηρίδες κι αλλο η σημερινή, όπου πάω βομβαρδίζω τους τρελαίνω, φτιάχνω ΜΚΟ και τους μεταφέρω για να τρελάνω άλλες χώρες που διαγουμίζω..","['λες', 'μαλακία', 'φυσικά', 'φαινόμενος', 'σημαία', 'Ιμια', 'την', 'πήρε', 'άνεμος', 'ακούγομαι', 'αλλο', 'μετανάστευση', 'εκτείνομαι', 'χιλιετηρίδα', 'αλλο', 'σημερινός', 'πάω', 'βομβαρδίζω', 'τρελαίνω', 'φτιάχνω', 'μκο', 'τους', 'μεταφέρω', 'τρελάνω', 'χώρα', 'διαγουμίζω']"
@Anaktisis1 1)μετανάστευση ειναι φυσικό φαινόμενο ανα τους αιώνες έτσι χτίστηκε ο πλανήτης  2)η μετανάστευση  προέρχεται απο καταστροφές είτε φυσικές είτε απο ανθρώπινη παρέμβαση 3)η Ευρώπη γερνάει πληθυσμιακά και θα πρέπει να ανανεωθεί 4)αν θελουμε να εχουμε μέλλον θα πρέπει να ανανεωθούνε,"['μετανάστευση', 'ειναι', 'φυσικό', 'φαινόμενο', 'ανος', 'αιώνε', 'χτίστηκε', 'πλανήτης', 'μετανάστευση', 'προέρχομαι', 'απο', 'καταστροφή', 'φυσικός', 'απο', 'ανθρώπινη', 'παρέμβαση', 'Ευρώπη', 'γερνώ', 'πληθυσμιακά', 'ανανεωθώ', 'θελω', 'εχω', 'μέλλον', 'πρέπει', 'ανανεωθούνε']"
@M4s36773591 Ο ρατσισμός στους Έλληνες στην Αμερική δεν είχε καμία σχέση με την δουλεία. Είχε σχέση με την μετανάστευση!,"['ρατσισμός', 'Έλληνες', 'Αμερική', 'έχω', 'σχέση', 'την', 'δουλεία', 'σχέση', 'την', 'μετανάστευση', 'seven', 'thousand']"
Καθαρη δευτερα  [Κλικ και διαβάστε στο pronews] Παράνομη μετανάστευση:  #Μηδενικές ροές στα νησιά του  #Αιγαίου από το βράδυ της Δευτέρας,"['καθαρη', 'δευτερα', 'κλικ', 'διαβάστε', 'παράνομη', 'μετανάστευση', 'μηδενικός', 'ροός', 'νησί', 'Αιγαίου', 'βράδυ', 'Δευτέρας']"
Ούτε με δραχμή λύνονται τα αιώνια προβλήματα αυτού του κράτους. Ούτε με πυροβολισμούς σταματάει η μετανάστευση αυτών που πεινάνε. Ούτε με καταστολή πεθαίνουν οι ιδέες.,"['δραχμή', 'λύνομαι', 'αιώνιος', 'προβλήματο', 'του', 'κράτου', 'πυροβολισμού', 'σταματώ', 'μετανάστευση', 'που', 'πεινάνε', 'καταστολή', 'πεθαίνω', 'ιδέες']"
Μαζική μετανάστευση εξαιτίας της Κλιματικής αλλαγής,"['μαζικός', 'μετανάστευση', 'της', 'κλιματικός', 'αλλαγή']"
Παράνομη μετανάστευση: Μηδενικές ροές στα νησιά του Αιγαίου από το βράδυ της Δευτέρας,"['παράνομη', 'μετανάστευση', 'μηδενικός', 'ροός', 'νησί', 'Αιγαίου', 'βράδυ', 'Δευτέρας']"
Ειδικευόμενοι γιατροί: Ανάμεσα στην μετανάστευση και το περιθώριο,"['ειδικευόμενοι', 'γιατροί', 'στην', 'μετανάστευση', 'περιθώριο']"
Κροατία και Ολλανδία στηρίζουν την Ελλάδα - Δείτε τι δηλώσανε,"['Κροατία', 'ολλανδίο', 'στηρίζω', 'Ελλάδα', 'δείτε', 'δηλώσανε']"
Η ΜΕΤΑΝΑΣΤΕΥΣΗ ΚΑΙ ΕΠΟΙΚΙΣΗ ΔΕΝ ΕΙΝΑΙ ΑΝΘΡΩΠΙΝΟ ΔΙΚΑΙΩΜΑ,"['μεταναστευση', 'εποικιση', 'ειναι', 'ανθρωπινος', 'δικαιωμας']"
μέσω του χρήστη @korina13,"['του', 'χρήστη']"
Να αποφασίσουμε ποιος είναι πρόσφυγας ποιος μετανάστης ποιος εισβολέας και ποιος έποικος.Ας δούμε τον χαρακτήρα του ικέτη στην αρχαιότητα και θα συμπεράνουμε.Είναι αναυθεραίτο δικαίωμα του γηγενούς να μην δεχτεί εποικισμό ή μετανάστευση προασπιζομενος τα κεκτημένα παση δυνάμει.,"['αποφασίσω', 'ποιος', 'πρόσφυγας', 'ποιος', 'μετανάστης', 'ποιος', 'εισβολέας', 'ποιος', 'έποικοςας', 'δούμε', 'χαρακτήρας', 'ικέτη', 'αρχαιότητα', 'συμπεράνουμεείναι', 'αναυθεραίτο', 'δικαίωμα', 'γηγενού', 'μην', 'δεχτώ', 'εποικισμό', 'μετανάστευση', 'προασπιζομενο', 'κεκτημένα', 'παση', 'δυνάμει']"
Υπάρχουν οι νόμιμες διαδικασίες που διασφαλίζουν την μετανάστευση.,"['υπάρχω', 'νόμιμες', 'διαδικασία', 'διασφαλίζω', 'μετανάστευση']"
Τσαμπουκάδες και βίαιες εισβολές ΤΕΛΟΣ !,"['τσαμπουκάδες', 'βίαιες', 'εισβολά', 'τελο']"
Έβρος: Ο Αίαντας ρίχνει μπλε μπογιά για να εντοπίζονται ευκολότερα όσοι περνούν σε ελληνικό έδαφος,"['έβρο', 'αίαντα', 'ρίχνω', 'μπλε', 'μπογιά', 'εντοπίζομαι', 'ευκολότερα', 'περνώ', 'ελληνικό', 'έδαφο']"
#ΑΣΤΥΝΟΜΙΚΑ #ΛΑΘΡΟΜΕΤΑΝΑΣΤΕΥΣΗ #ΜΕΤΑΝΑΣΤΕΥΣΗ,"['αστυνομικο', 'λαθρομεταναστευση', 'μεταναστευση']"
"@kmitsotakis  Αγαπητέ κύριε Πρόεδρε, Σταματήστε την παράνομη μετανάστευση από την Τουρκία. Αυτό δεν είναι δίκαιο και θα προκαλέσει μακροπρόθεσμη ζημία στη χώρα σας. Αυτά ωθούνται στην Ευρώπη με μια μακρόχρονη συνωμοσία για να εισβάλουν. Κανείς δεν θα παραμείνει ασφαλής.","['αγαπητέ', 'κύριε', 'πρόεδρε', 'σταματήστε', 'παράνομη', 'μετανάστευση', 'την', 'Τουρκία', 'δεν', 'δίκαιο', 'προκαλέσω', 'μακροπρόθεσμη', 'ζημία', 'χώρα', 'αυτά', 'ωθούνται', 'Ευρώπη', 'μια', 'μακρόχρονη', 'συνωμοσία', 'εισβάλω', 'δεν', 'παραμείνω', 'ασφαλή']"
"@theiabebeka Αν γνωρίζεις πως γίνονταν η μετανάστευση των Ελλήνων,πως είναι δυνατόν να το συγχεεις με αυτό που συμβαίνει σήμερα;","['γνωρίζει', 'γίνομαι', 'μετανάστευση', 'ελλήνωνπως', 'δυνατόν', 'συγχεει', 'αυτό', 'συμβαίνει', 'σήμερα']"
Η Ελλάδα δεν ζήτησε ερ. δυναμικό από κάποια χώρα και εν τέλει ο μετανάστης που ζητά εργασία έχει νόμιμη οδό να ακολουθήσει όχι τσαμπουκά να καβαλά το συρματοπλεγμα,"['Ελλάδα', 'ζήτησε', 'δυναμικό', 'κάποια', 'χώρα', 'τέλω', 'μετανάστης', 'ζητώ', 'εργασία', 'νόμιμη', 'οδό', 'ακολουθήσω', 'τσαμπουκά', 'καβαλά', 'συρματοπλεγμο']"
@75_faos Γνωρίζω πως γινόταν η μετανάστευση τα χρόνια εκείνα όπως ξέρω ότι υπήρχε στην Ελλάδα ειδική υπηρεσία μετανάστευσης. Και οι χώρες υποδοχής είχαν οργάνωση. Δε φταίνε οι άλλοι αν εμείς είμαστε ανοργάνωτοι και τρώμε τα λεφτά της ΕΕ για να κάνουμε Μόριες.,"['γνωρίζω', 'γινάμαι', 'μετανάστευση', 'χρόνια', 'όπως', 'ξέρω', 'υπήρχε', 'Ελλάδα', 'ειδικός', 'υπηρεσία', 'μετανάστευση', 'χώρα', 'υποδοχός', 'οργάνωση', 'φταίνε', 'άλλοι', 'εμείς', 'ανοργάνωτος', 'τρώμε', 'λεφτά', 'να', 'κάνω', 'Μόριες']"
@kostasbarkas Ώρα να μπεις στη βάρκα για μετανάστευση στην Τουρκία,"['ώρος', 'μπει', 'βάρκα', 'μετανάστευση', 'Τουρκία']"
"Ασφαλώς και δεν πρέπει να ξεχνάμε τι ""παπάντζα"" είπε ο καθείς, και μάλιστα π. Επίτροπος της ΕΕ και δη αρμόδιος για τη μετανάστευση &amp; το προσφυγικό....!!!","['ασφαλώς', 'δεν', 'ξεχνώ', 'παπάντζας', 'λέω', 'καθείς', 'μάλιστα', 'επίτροπος', 'δη', 'αρμόδιος', 'μετανάστευση', 'προσφυγικό']"
"είπε ο τσετσένος, και ξαναμπήκε στο αμπρί του....!!","['λέω', 'τσετσένος', 'ξαναμπήκε', 'αμπρί']"
@redbug76 Πες του οτι και να γινοταν αποκλειοταν απο χρεος 110 δις να φταναμε 370 σε χρονο dt και πληρη αποβιομηχανιση και μεταναστευση των ικανων της χωρας . Αλλα ουτε τα βασικα δεν εχουν κατανοησει ακομα... Τι θελω κι ασχολουμαι ... δε γαμ!εται στο τελος τελος,"['πες', 'οτι', 'γινοταν', 'αποκλειοταν', 'απο', 'χρεο', 'δις', 'φταναμε', 'χρονος', 'πληρη', 'αποβιομηχανιση', 'μεταναστευση', 'ικανος', 'χωρα', 'Αλλα', 'ουτε', 'βασικας', 'εχω', 'κατανοησω', 'ακομος', 'θελω', 'ασχολουμαι', 'γαμομαι', 'τελος', 'τελος', 'three']"
@Venetise @KKalenteridou Yπάρχουν διαδικασίες για τη μετανάστευση δυστυχώς ή ευτυχώς.,"['πάρχω', 'διαδικασία', 'μετανάστευση', 'δυστυχώς']"
"@marshal_toskas @akrokentrwos @john_wayne_gr 3. Όσο τα ταξίδια γίνονται πιο φθηνά, η μετανάστευση θα γίνεται πιο εύκολη. Κοινή οικονομική λογική.","['όσο', 'ταξίδιας', 'γίνομαι', 'φθηνώ', 'μετανάστευση', 'γίνομαι', 'εύκολη', 'κοινός', 'οικονομικός', 'λογική']"
Με δεδομένο αυτό να σκεφτούμε τι κάνουμε...,"['δεδομένος', 'σκεφτούμε', 'κάνω']"
"@Mandravelis @akrokentrwos @john_wayne_gr Αγαπητέ Πασχο,  μόνο το κόστος της ενσωμάτωσης των επιθυμουντων την μετανάστευση στην Ευρώπη είναι τερατώδες,  μην μιλήσουμε για την κουλτούρα τους που σε συνδυασμό με τα κατά τόπους ωφεληματα/επιδόματα δημιουργεί γκέτο και υποβάθμιση ( πχ Γαλλία ).  Επιπλέον είναι αφελές","['Αγαπητέ', 'πασχος', 'κόστος', 'ενσωμάτωση', 'επιθυμουντος', 'μετανάστευση', 'Ευρώπη', 'τερατώδε', 'μιλήσω', 'την', 'κουλτούρα', 'που', 'συνδυασμό', 'τόπους', 'ωφεληματαεπιδόματας', 'δημιουργώ', 'γκέτο', 'υποβάθμιση', 'Γαλλία', 'είναι', 'αφελός']"
@Etymologiki @MascaraGreco Και ποιοι είναι οι ‘’καθαροί’’αλβανοι δεν μας λέτε? Δεν υπάρχει πουθενά ιστορική πηγή να μήλα για μετανάστευση από Καύκασο των σημερινών Αλβανών - αντιθέτως είναι καλά κατεγραμμενες οι εισβολές των Σλάβων προς τα νότια Βαλκάνια από το 6 αιώνα,"['και', 'ποιος', ""'"", '’', 'καθαροί’’αλβανος', 'μας', 'λέτε', 'υπάρχω', 'ιστορικός', 'πηγή', 'μήλος', 'μετανάστευση', 'Καύκασο', 'σημερινής', 'Αλβανών', 'αντιθέτως', 'καλά', 'κατεγραμμενα', 'εισβολά', 'Σλάβων', 'νότιος', 'βαλκάνιος', 'αιώνας']"
"@Katselos Εάν βάλει φρένο στον κακώς εννοούμενο ""πολυπολιτισμό"" και στην ανεξέλεγκτη μετανάστευση, ίσως καλύτερο.","['βάλω', 'φρένο', 'κακώς', 'εννοούμενος', 'πολυπολιτισμό', 'στην', 'ανεξέλεγκτη', 'μετανάστευση', 'καλύτερος']"
Νέος ηλεκτροφωτισμός στα Ελληνοτουρκικά σύνορα στον Εβρο σε χρόνο ρεκόρ !,"['νέος', 'ηλεκτροφωτισμός', 'ελληνοτουρκικά', 'σύνορο', 'Εβρο', 'χρόνο', 'ρεκόρ']"
#ΔΕΗ #ΛΑΘΡΟΜΕΤΑΝΑΣΤΕΥΣΗ #ΜΕΤΑΝΑΣΤΕΥΣΗ,"['δεη', 'λαθρομεταναστευση', 'μεταναστευση']"
@ELLHNDHMOKRATH2 @skaigr Αυτή είναι η αιτία της ανεργίας,"['αυτή', 'αιτία', 'ανεργία']"
Επειδή το ήμισυ της Ελλάδας καταλαμβάνεται από τους Τούρκους.  Και δεν υπάρχει κανένας λόγος για τους άνεργους.  Αυτό οφείλεται στην παράνομη μετανάστευση και στην αποτυχία της Ευρωπαϊκής Ένωσης,"['ήμισυ', 'Ελλάδας', 'καταλαμβάνομαι', 'τους', 'Τούρκους', 'δεν', 'υπάρχω', 'λόγος', 'τους', 'άνεργους', 'οφείλομαι', 'παράνομη', 'μετανάστευση', 'στην', 'αποτυχία', 'ευρωπαϊκός', 'ένωση']"
"@alexischaritsis Μην κάνετε αντιπολίτευση σε συνθήκες κρίσης. Γελάει ο κόσμος μαζί σας! Απλά τους θυμίζετε Διαπραγμάτευση, Βαρουφάκη, Capital Control, Μάτι, 2015 μετανάστευση κτλ. Λουφάξετε απλά και αποταμιεύστε 7000 το μήνα.","['κάνω', 'αντιπολίτευση', 'συνθήκα', 'κρίση', 'γελάει', 'κόσμος', 'σας', 'απλά', 'θυμίζω', 'διαπραγμάτευση', 'βαρουφάκη', 'μάτι', 'μετανάστευση', 'λουφάζω', 'απλά', 'αποταμιεύστε', 'μήνας', 'fifteen']"
Ανοιχτά τα κομμωτήρια κλειστές οι θρησκευτικές συναθροίσεις..,"['ανοιχτά', 'κομμωτήριο', 'κλειστός', 'θρησκευτικός', 'συναθροίσει']"
Τώρα ξέρω που να μεταναστεύσω,"['ξέρω', 'μεταναστεύσω']"
Στην Γερμανία αδερφές μου στη Γερμανία!! #μεταναστευση  #Κορονoιος,"['Γερμανία', 'αδερφές', 'στη', 'Γερμανία', 'μεταναστευση', 'κορονo', 'ιο']"
"@KaravitisGeorge Μας ψέγει και ο κύριος Πάσχος διότι, λέει, φοβόμαστε περισσότερο την μετανάστευση και όχι τον ιό.","['ψέγω', 'κύριος', 'πάσχο', 'διότι', 'λέω', 'φοβόμαστε', 'την', 'μετανάστευση', 'όχι']"
Χουριέτ: “10.000 μετανάστες περιμένουν την κατάλληλη ευκαιρία για να μπουν στην Ελλάδα”,"['χουριέτ', 'μετανάστα', 'περιμένω', 'κατάλληλη', 'ευκαιρία', 'μπω', 'Ελλάδα', '""']"
Νέα επεισόδια στις Καστανιές: Μετανάστες επιχείρησαν να ρίξουν τον φράκτη,"['νέος', 'επεισόδιος', 'καστανιός', 'μετανάστα', 'επιχείρησαν', 'ρίξω', 'φράκτη']"
Έβρος: Σοβαρά επεισόδια στις Καστανιές - Μετανάστες επιχείρησαν να ρίξουν τον φράχτη,"['έβρος', 'σοβαρά', 'επεισόδιος', 'καστανιός', 'μετανάστα', 'επιχείρησαν', 'ρίξω', 'φράχτη']"
"ΑΠΟΚΛΕΙΣΤΙΚΟ ΒΙΝΤΕΟ: Ξεσηκωμός στη Μόρια -Παρά τους περιορισμούς, μετανάστες προσπαθούν με κάθε τρόπο να βγουν έξω","['αποκλειστικο', 'βιντεος', 'ξεσηκωμός', 'μόριο', 'τους', 'περιορισμούς', 'μετανάστα', 'προσπαθώ', 'κάθε', 'τρόπο', 'βγω']"
Ένταση και νέα επεισόδια με μετανάστες στις Καστανιές Έβρου,"['ένταση', 'νέος', 'επεισόδιος', 'μετανάστα', 'καστανιά', 'Έβρου']"
@AchillesFT Σπέρνουν τον φόβο και τον πανικό με την πανδημία και τους μετανάστες για να μην ασχοληθεί ο ελληνικός λαός με σοβαρότερα θέματα όπως την Γιουροβίζιον .,"['σπέρνω', 'φόβο', 'τον', 'πανικό', 'την', 'πανδημία', 'τους', 'μετανάστα', 'ασχοληθώ', 'ελληνικός', 'λαός', 'σοβαρότερα', 'θέματας', 'την', 'Γιουροβίζιον']"
Έβρος: Νέα προσπάθεια εισβολής από μετανάστες -,"['έβρο', 'νέος', 'προσπάθεια', 'εισβολός', 'μετανάστα']"
Οργανωμένη επίθεση στα ελληνικά σύνορα: Τούρκοι &amp; μετανάστες προσπαθούν να ρίξουν το φράχτη,"['οργανωμένη', 'επίθεση', 'ελληνικά', 'σύνορο', 'Τούρκοι', 'μετανάστα', 'προσπαθώ', 'ρίξω', 'φράχτη']"
"Θα το ζήσουμε κι αυτό: Η Τουρκία μας κλείνει τα σύνορα λόγω κορωνοϊού, τη στιγμή που απαιτεί να ανοίξουμε τα δικά μας για χιλιάδες μετανάστες! δείτε εδώ","['ζήσω', 'η', 'Τουρκία', 'κλείνω', 'σύνορος', 'κορωνοϊός', 'στιγμή', 'απαιτώ', 'ανοίζω', 'δικά', 'για', 'χιλιάδες', 'μετανάστα', 'δείτε']"
Η Τουρκια είναι ηλίθια. Μπορούσε από την αρχή να πει ότι έχει πρόβλημα με τον Κορωνοϊο στα σύνορα με το ΙΡΑΝ και για αυτό θα πρέπει να ανοίξει η Ευρώπη τα σύνορα της για να πάρει τους πρόσφυγες και τους μετανάστες από τη χώρα πριν κινδυνεύσουν και αυτοί. Αλλά που μυαλό;,"['τουρκια', 'ηλίθιος', 'μπορώ', 'την', 'αρχή', 'λέω', 'έχω', 'πρόβλημα', 'τον', 'κορωνοϊο', 'σύνορο', 'ιραν', 'για', 'ανοίξω', 'Ευρώπη', 'σύνορο', 'για', 'πάρω', 'πρόσφυγα', 'τους', 'μετανάστες', 'χώρα', 'κινδυνεύσω', 'αυτοί', 'που', 'μυαλό']"
Λέσβος: Βάρκα με 36 μετανάστες διέσωσε το Λιμενικό,"['Λέσβος', 'βάρκα', 'μετανάστα', 'διέσωσε', 'λιμενικό']"
"Πως γινεται η Ελλαδα να δαπανα 2 δις ευρω,για τη στηριξη της οικονομιας και η Πορτογαλια 9,2 δις ευρω?Ευχαριστουμε την ΕΕ,για τη βοηθεια της,το 2010 σωσαμε τις τραπεζες τους,και τωρα θα αποθηκευσουμε τους παρανομους μεταναστες,αφου αυτοι εκλεισαν τα συνορα τους!!!Καμια σωτηρια..","['γινομαι', 'ελλαδα', 'δαπανας', 'δις', 'ευρωγιος', 'στηριξη', 'οικονομιας', 'πορτογαλιο', 'δις', 'ευρωευχαριστω', 'εεγια', 'βοηθει', 'τηςτο', 'σωσαμε', 'τραπεζες', 'τουςκαι', 'τωρο', 'αποθηκευσω', 'παρανομους', 'μεταναστεςαφο', 'αυτοι', 'εκλεομαι', 'συνορος', 'τουςκαμιος', 'σωτηριο', 'and']"
