Tweet,Greek_Words,Lemmatized_Tokens
RT @pekrameneapoola: @GKoumoutsakos @kmitsotakis @GiuseppeConteIT Κύριε κουμουτσάκο ίσως θα έπρεπε να μεταφέρετε στην κυβέρνησή σας τη δυσα…,kmitsotakis Κύριε κουμουτσάκο έπρεπε μεταφέρετε κυβέρνησή δυσα…,"['kmitsotakis', 'κύριε', 'κουμουτσάκο', 'έπρεπε', 'μεταφέρω', 'κυβέρνησή', 'δυσος', '…']"
"Στο μεταναστευτικό ο ΣΥΡΙΖΑ είχε πολιτική “ανοικτών συνόρων”, αργές διαδικασίες ασύλου και ελάχιστες επιστροφές. Αντίθετα η ΝΔ κωδικοποίησε τη νομοθεσία, επιτάχυνε διαδικασίες ασύλου και επιστροφές και δείχνει ισχυρή βούληση για τη φύλαξη των συνόρων! 📻 @kanaliena904",μεταναστευτικό ΣΥΡΙΖΑ πολιτική “ανοικτών συνόρων” αργές διαδικασίες ασύλου ελάχιστες επιστροφές Αντίθετα κωδικοποίησε νομοθεσία επιτάχυνε διαδικασίες ασύλου επιστροφές δείχνει ισχυρή βούληση φύλαξη συνόρων 904,"['μεταναστευτικό', 'συριζας', 'πολιτική', '""', 'ανοικτή', 'συνόρα', '""', 'αργά', 'διαδικασία', 'ασύλο', 'ελάχιστες', 'επιστροφή', 'αντίθετα', 'κωδικοποίησε', 'νομοθεσία', 'επιτάχυνε', 'διαδικασία', 'ασύλο', 'επιστροφές', 'δείχνω', 'ισχυρός', 'βούληση', 'φύλαξη', 'συνόρα', '904']"
"RT @vozemberg: Στο μεταναστευτικό ο ΣΥΡΙΖΑ είχε πολιτική “ανοικτών συνόρων”, αργές διαδικασίες ασύλου και ελάχιστες επιστροφές. Αντίθετα η…",Στο μεταναστευτικό ΣΥΡΙΖΑ πολιτική “ανοικτών συνόρων” αργές διαδικασίες ασύλου ελάχιστες επιστροφές Αντίθετα,"['στο', 'μεταναστευτικό', 'συριζας', 'πολιτική', '""', 'ανοικτή', 'συνόρα', '""', 'αργά', 'διαδικασία', 'ασύλο', 'ελάχιστες', 'επιστροφή', 'αντίθετα']"
Αν αδυνατείτε να πιστέψετε όλα αυτά τα ξεφτιλίκια που κάνει στο μεταναστευτικό και στην δημόσια διοίκηση η #ΝΔ_no_borders θυμηθείτε ότι πρώτοι σε σταυρούς βγαίνουν κάτι βαρβιτσιώτηδες και κεφαλογιαννες. Ένα σάπιο κόμμα που θα έπρεπε να έχει παρόμοια τύχη με το ΠΑΣΟΚ.,αδυνατείτε πιστέψετε αυτά ξεφτιλίκια κάνει μεταναστευτικό στην δημόσια διοίκηση ΝΔno θυμηθείτε πρώτοι σταυρούς βγαίνουν βαρβιτσιώτηδες κεφαλογιαννες σάπιο κόμμα έπρεπε έχει παρόμοια τύχη ΠΑΣΟΚ,"['αδυνατείτε', 'πιστέψω', 'αυτά', 'ξεφτιλίκιο', 'κάνω', 'μεταναστευτικό', 'στην', 'δημόσιος', 'διοίκηση', 'νδno', 'θυμηθείτε', 'πρώτοι', 'σταυρού', 'βγαίνω', 'βαρβιτσιώτηδες', 'κεφαλογιαννες', 'σάπιος', 'κόμμα', 'έπρεπε', 'έχω', 'παρόμοιος', 'τύχη', 'πασοκ']"
RT @roman_evzon: Αν αδυνατείτε να πιστέψετε όλα αυτά τα ξεφτιλίκια που κάνει στο μεταναστευτικό και στην δημόσια διοίκηση η #ΝΔ_no_borders…,αδυνατείτε πιστέψετε αυτά ξεφτιλίκια κάνει μεταναστευτικό στην δημόσια διοίκηση ΝΔno borders…,"['αδυνατείτε', 'πιστέψω', 'αυτά', 'ξεφτιλίκιο', 'κάνω', 'μεταναστευτικό', 'στην', 'δημόσιος', 'διοίκηση', 'νδno', 'borders', '…']"
"Καιρίδης: ""Αν αποτύχουν τα σχέδια για το προσφυγικό τα ξερονήσια θα φαντάζουν Πολυάννα""",Καιρίδης αποτύχουν σχέδια προσφυγικό ξερονήσια φαντάζουν Πολυάννα,"['καιρίδης', 'αποτύχω', 'σχέδιο', 'προσφυγικό', 'ξερονήσι', 'φαντάζω', 'πολυάννα']"
"Αν η #ΝΔ_no_borders δεν αλλάξει την πολιτική των ανοιχτών συνόρων και δεν αρχίσει να φυλάει τα σύνορα, είναι βέβαιο ότι θα αποτύχουν τα σχέδια.",ΝΔno αλλάξει πολιτική ανοιχτών συνόρων δεν αρχίσει φυλάει σύνορα βέβαιο αποτύχουν σχέδια,"['νδno', 'αλλάξω', 'πολιτικός', 'ανοιχτός', 'συνόρα', 'δεν', 'αρχίσω', 'φυλάω', 'σύνορος', 'βέβαιο', 'αποτύχω', 'σχέδιο']"
"RT @machiavelli_gr: Καιρίδης: ""Αν αποτύχουν τα σχέδια για το προσφυγικό τα ξερονήσια θα φαντάζουν Πολυάννα""",Καιρίδης αποτύχουν σχέδια προσφυγικό ξερονήσια φαντάζουν Πολυάννα,"['καιρίδης', 'αποτύχω', 'σχέδιο', 'προσφυγικό', 'ξερονήσι', 'φαντάζω', 'πολυάννα']"
Αν η #ΝΔ_no_borders δεν αλλάξε…,ΝΔno αλλάξε…,"['νδno', 'αλλάξε', '…']"
Βίντεο Σοκ! Με λαθρομετανάστη να περιγράφει με υπερηφάνεια ομαδικό βιασμό! Κύριε @kmitsotakis αυτήν την εικόνα ονειρεύεστε για την πατρίδα μας? Γιατί το μπόλιασμα θα είναι κυριολεκτικό!,Βίντεο Σοκ λαθρομετανάστη περιγράφει υπερηφάνεια ομαδικό βιασμό Κύριε την εικόνα ονειρεύεστε την πατρίδα Γιατί μπόλιασμα είναι κυριολεκτικό,"['Βίντεο', 'σοκ', 'λαθρομετανάστη', 'περιγράφει', 'υπερηφάνεια', 'ομαδικό', 'βιασμό', 'κύριε', 'την', 'εικόνα', 'ονειρεύομαι', 'την', 'πατρίδο', 'γιατί', 'μπόλιασμα', 'είναι', 'κυριολεκτικό']"
RT @GigouMichail: Βίντεο Σοκ! Με λαθρομετανάστη να περιγράφει με υπερηφάνεια ομαδικό βιασμό! Κύριε @kmitsotakis αυτήν την εικόνα ονειρεύεστ…,Βίντεο Σοκ λαθρομετανάστη περιγράφει υπερηφάνεια ομαδικό βιασμό Κύριε την εικόνα ονειρεύεστ…,"['Βίντεο', 'σοκ', 'λαθρομετανάστη', 'περιγράφει', 'υπερηφάνεια', 'ομαδικό', 'βιασμό', 'κύριε', 'την', 'εικόνα', 'ονειρεύεστ', '…']"
Πώς καταφέραμε κι επιβιώσαμε τόσα χρόνια χωρίς μουσουλμάνους λαθρομετανάστες;,καταφέραμε επιβιώσαμε χρόνια μουσουλμάνους λαθρομετανάστες,"['καταφέραμε', 'επιβιώσαμε', 'χρόνια', 'μουσουλμάνους', 'λαθρομετανάστε']"
"Ας ανοίξουμε την αγκαλιά μας στα κατατρεγμένα προσφυγόπουλα που βιώνουν τον ρατσισμό, την βία και την περιθωριοποίηση.",ανοίξουμε αγκαλιά στα κατατρεγμένα προσφυγόπουλα βιώνουν ρατσισμό βία την περιθωριοποίηση,"['ανοίξω', 'αγκαλιά', 'στα', 'κατατρεγμένα', 'προσφυγόπουλο', 'βιώνω', 'ρατσισμό', 'βία', 'την', 'περιθωριοποίηση']"
"RT @stavroforos_: Ας ανοίξουμε την αγκαλιά μας στα κατατρεγμένα προσφυγόπουλα που βιώνουν τον ρατσισμό, την βία και την περιθωριοποίηση.",ανοίξουμε αγκαλιά στα κατατρεγμένα προσφυγόπουλα βιώνουν ρατσισμό βία την περιθωριοποίηση,"['ανοίξω', 'αγκαλιά', 'στα', 'κατατρεγμένα', 'προσφυγόπουλο', 'βιώνω', 'ρατσισμό', 'βία', 'την', 'περιθωριοποίηση']"
Η εικόνα μας στο προσφυγικό είναι επιεικώς τραγική αλλά και η πραγματικότητα στις δομές φιλοξενίας προσφύγων δεν τιμάει καθόλου τη χώρα μας. Γίνεται δριμύτατη κριτική από το εξωτερικό για το #μεταναστευτικό.,εικόνα στο προσφυγικό επιεικώς τραγική και πραγματικότητα δομές φιλοξενίας προσφύγων τιμάει χώρα Γίνεται δριμύτατη κριτική εξωτερικό μεταναστευτικό,"['εικόνα', 'στο', 'προσφυγικό', 'επιεικώς', 'τραγικός', 'και', 'πραγματικότητα', 'δομή', 'φιλοξενία', 'προσφύγα', 'τιμάω', 'χώρα', 'γίνομαι', 'δριμύτατη', 'κριτική', 'εξωτερικό', 'μεταναστευτικό']"
"Ο #Κουλης,όμως,έχει άλλη δουλειά, διορίζει",Κουληςόμωςέχει δουλειά διορίζει,"['κουληςόμωςέχω', 'δουλειά', 'διορίζω']"
RT @Marka149133376: Η εικόνα μας στο προσφυγικό είναι επιεικώς τραγική αλλά και η πραγματικότητα στις δομές φιλοξενίας προσφύγων δεν τιμάει…,149133376 εικόνα στο προσφυγικό επιεικώς τραγική και πραγματικότητα δομές φιλοξενίας προσφύγων τιμάει…,"['149133376', 'εικόνα', 'στο', 'προσφυγικό', 'επιεικώς', 'τραγικός', 'και', 'πραγματικότητα', 'δομή', 'φιλοξενία', 'προσφύγα', 'τιμάω', '…']"
Παράνομος μετανάστης «ξυλοφόρτωσε» άγρια δύο αστυνομικούς στην Μόρια – «Τόλμησαν» να του κάνουν υποδείξεις… @velopky @ellinikilisi,Παράνομος μετανάστης «ξυλοφόρτωσε» άγρια δύο αστυνομικούς Μόρια «Τόλμησαν» του κάνουν υποδείξεις…,"['παράνομος', 'μετανάστης', '«', 'ξυλοφόρτωσε', '»', 'άγρια', 'δύο', 'αστυνομικούς', 'μόριο', '«', 'τόλμησαν', '»', 'του', 'κάνω', 'υποδείξει', '…']"
RT @apokalyptikodel: Παράνομος μετανάστης «ξυλοφόρτωσε» άγρια δύο αστυνομικούς στην Μόρια – «Τόλμησαν» να του κάνουν υποδείξεις… @velopky @…,Παράνομος μετανάστης «ξυλοφόρτωσε» άγρια δύο αστυνομικούς Μόρια «Τόλμησαν» του κάνουν υποδείξεις…,"['παράνομος', 'μετανάστης', '«', 'ξυλοφόρτωσε', '»', 'άγρια', 'δύο', 'αστυνομικούς', 'μόριο', '«', 'τόλμησαν', '»', 'του', 'κάνω', 'υποδείξει', '…']"
1)Σταματάμε το φουσκωτό/του παίρνουμε τη μηχανή,Σταματάμε φουσκωτότου παίρνουμε μηχανή,"['σταματώ', 'φουσκωτότο', 'παίρνω', 'μηχανός']"
